"Domain","MX","TXT","SRV","Error"
"deeinteriors.ae",,,,"_autodiscover._tcp.deeinteriors.ae : DNS name does not exist"
"truepulse.ae","wp-secure-cloudmail02.worldposta.com",,,
"truepulse.ae","wp-secure-cloudmail04.worldposta.com",,,
"truepulse.ae","wp-secure-cloudmail01.worldposta.com",,,
"truepulse.ae","wp-secure-cloudmail03.worldposta.com",,,
"truepulse.ae",,"v=spf1 mx include:_spf.worldposta.com -all",,
"truepulse.ae",,,"autodiscover.worldposta.com",
"guideme4u.com","wp-secure-cloudmail01.worldposta.com",,,
"guideme4u.com","wp-secure-cloudmail02.worldposta.com",,,
"guideme4u.com","wp-secure-cloudmail03.worldposta.com",,,
"guideme4u.com","wp-secure-cloudmail04.worldposta.com",,,
"guideme4u.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"guideme4u.com",,,"autodiscover.worldposta.com",
"megaloja.pt","wp-secure-cloudmail04.worldposta.com",,,
"megaloja.pt","wp-secure-cloudmail02.worldposta.com",,,
"megaloja.pt","wp-secure-cloudmail01.worldposta.com",,,
"megaloja.pt","wp-secure-cloudmail03.worldposta.com",,,
"megaloja.pt",,"v=spf1 mx include:_spf.worldposta.com -all",,
"megaloja.pt",,"WorldPosta-verification=KHFN1fZ4LKWFvndXDZwotROWnDChlqrxLyzUsKuccs0wp4Z4DN",,
"megaloja.pt",,,"autodiscover.worldposta.com",
"login-sys.com","wp-secure-cloudmail01.worldposta.com",,,
"login-sys.com","wp-secure-cloudmail02.worldposta.com",,,
"login-sys.com","wp-secure-cloudmail03.worldposta.com",,,
"login-sys.com","wp-secure-cloudmail04.worldposta.com",,,
"login-sys.com",,"v=spf1 mx a include:_spf.worldposta.com -all",,
"login-sys.com",,,"autodiscover.worldposta.com",
"zarcouae.ae","wp-secure-cloudmail01.worldposta.com",,,
"zarcouae.ae","wp-secure-cloudmail02.worldposta.com",,,
"zarcouae.ae","wp-secure-cloudmail03.worldposta.com",,,
"zarcouae.ae","wp-secure-cloudmail04.worldposta.com",,,
"zarcouae.ae",,"v=spf1 mx include:_spf.worldposta.com -all",,
"zarcouae.ae",,,"autodiscover.worldposta.com",
"nextv-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"nextv-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"nextv-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"nextv-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"nextv-eg.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"nextv-eg.com",,,"autodiscover.worldposta.com",
"Kkc.ae","wp-secure-cloudmail03.worldposta.com",,,
"Kkc.ae","wp-secure-cloudmail04.worldposta.com",,,
"Kkc.ae","wp-secure-cloudmail02.worldposta.com",,,
"Kkc.ae","wp-secure-cloudmail01.worldposta.com",,,
"Kkc.ae",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"Kkc.ae",,"WorldPosta-verification=Acexq74EZ43oS7BtKqOPI9TgTHhyH3Cphe4JnppiHZiCX4DgfP",,
"Kkc.ae",,,,"_autodiscover._tcp.Kkc.ae : DNS name does not exist"
"scefirm.com","wp-secure-cloudmail01.worldposta.com",,,
"scefirm.com","wp-secure-cloudmail02.worldposta.com",,,
"scefirm.com","wp-secure-cloudmail03.worldposta.com",,,
"scefirm.com","wp-secure-cloudmail04.worldposta.com",,,
"scefirm.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"scefirm.com",,,"autodiscover.worldposta.com",
"phr-services.com","wp-secure-cloudmail04.worldposta.com",,,
"phr-services.com","wp-secure-cloudmail02.worldposta.com",,,
"phr-services.com","wp-secure-cloudmail03.worldposta.com",,,
"phr-services.com","wp-secure-cloudmail01.worldposta.com",,,
"phr-services.com",,"",,
"phr-services.com",,,,"_autodiscover._tcp.phr-services.com : DNS name does not exist"
"accountants-group.com","wp-secure-cloudmail01.worldposta.com",,,
"accountants-group.com","wp-secure-cloudmail02.worldposta.com",,,
"accountants-group.com","wp-secure-cloudmail03.worldposta.com",,,
"accountants-group.com","wp-secure-cloudmail04.worldposta.com",,,
"accountants-group.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"accountants-group.com",,,"autodiscover.worldposta.com",
"cbnewhomes-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"cbnewhomes-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"cbnewhomes-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"cbnewhomes-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"cbnewhomes-eg.com",,"SPF Value/TXT value: v=spf1 a mx include:_spf.worldposta.com -all",,
"cbnewhomes-eg.com",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"cbnewhomes-eg.com",,,"autodiscover.worldposta.com",
"ALKHABERY.COM","wp-secure-cloudmail01.worldposta.COM",,,
"ALKHABERY.COM","wp-secure-cloudmail02.worldposta.COM",,,
"ALKHABERY.COM","wp-secure-cloudmail03.worldposta.COM",,,
"ALKHABERY.COM","wp-secure-cloudmail04.worldposta.COM",,,
"ALKHABERY.COM",,"v=spf1 mx a include:_spf.worldposta.com -all",,
"ALKHABERY.COM",,"WorldPosta-verification=rm7VJdcU9OuU3caBd05gFSYqCOBqQkSgqMFgelAReBN1JJN6oX",,
"ALKHABERY.COM",,,"autodiscover.worldposta.com",
"beromedia.net","wp-secure-cloudmail02.worldposta.com",,,
"beromedia.net","wp-secure-cloudmail01.worldposta.com",,,
"beromedia.net","wp-secure-cloudmail03.worldposta.com",,,
"beromedia.net","wp-secure-cloudmail04.worldposta.com",,,
"beromedia.net",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"beromedia.net",,"WorldPosta-verification=kqy3S7BvpKIbxwzUDCzgwrsNMw9vfMehkADwvdOQDMeciKqoIh",,
"beromedia.net",,,"autodiscover.worldposta.com",
"xproaction.com",,,,"xproaction.com : DNS name does not exist"
"intertex-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"intertex-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"intertex-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"intertex-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"intertex-eg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"intertex-eg.com",,,"autodiscover.worldposta.com",
"Solotex-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"Solotex-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"Solotex-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"Solotex-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"Solotex-eg.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Solotex-eg.com",,"google-site-verification=6o8hrkjV821XPIYMocPy2X_H7kunuCenz9ISWlOOucQ",,
"Solotex-eg.com",,,"autodiscover.worldposta.com",
"Olicolube.com","wp-secure-cloudmail01.worldposta.com",,,
"Olicolube.com","wp-secure-cloudmail02.worldposta.com",,,
"Olicolube.com","wp-secure-cloudmail03.worldposta.com",,,
"Olicolube.com","wp-secure-cloudmail04.worldposta.com",,,
"Olicolube.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"Olicolube.com",,,"autodiscover.worldposta.com",
"engcomptec.com","wp-secure-cloudmail01.worldposta.com",,,
"engcomptec.com","wp-secure-cloudmail02.worldposta.com",,,
"engcomptec.com","wp-secure-cloudmail03.worldposta.com",,,
"engcomptec.com","wp-secure-cloudmail04.worldposta.com",,,
"engcomptec.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"engcomptec.com",,"WorldPosta-verification=mKuXBmzhIpoWNbWAdshyWhQsRpBY01wPM4EPUAV2mC5azXSdvO",,
"engcomptec.com",,,"autodiscover.worldposta.com",
"Elbassiouni.com","wp-secure-cloudmail04.worldposta.com",,,
"Elbassiouni.com","wp-secure-cloudmail01.worldposta.com",,,
"Elbassiouni.com","wp-secure-cloudmail02.worldposta.com",,,
"Elbassiouni.com","wp-secure-cloudmail03.worldposta.com",,,
"Elbassiouni.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"Elbassiouni.com",,,"autodiscover.worldposta.com",
"Elbassiouni.net","wp-secure-cloudmail01.worldposta.com",,,
"Elbassiouni.net","wp-secure-cloudmail03.worldposta.com",,,
"Elbassiouni.net","wp-secure-cloudmail02.worldposta.com",,,
"Elbassiouni.net","wp-secure-cloudmail04.worldposta.com",,,
"Elbassiouni.net",,"",,
"Elbassiouni.net",,,"autodiscover.worldposta.com",
"Ellaithy.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"Ellaithy.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"Ellaithy.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"Ellaithy.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"Ellaithy.com.eg",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Ellaithy.com.eg",,"solid-cp-verification=e4smlmSvfkdomRG8eEH0zKcXQgqV8afkfsgEFw5lPBWSFq403f",,
"Ellaithy.com.eg",,,"autodiscover.worldposta.com",
"amenli.com","aspmx.l.google.com",,,
"amenli.com","alt1.aspmx.l.google.com",,,
"amenli.com","alt2.aspmx.l.google.com",,,
"amenli.com","alt3.aspmx.l.google.com",,,
"amenli.com","alt4.aspmx.l.google.com",,,
"amenli.com",,"google-site-verification=NsSQgqC0OZHGxcaEMLZiauVxkhqJ6N27M_P2R0CBuBU",,
"amenli.com",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"amenli.com",,"v=spf1 include:dc-aa8e722993._spfm.amenli.com ~all",,
"amenli.com",,,"autodiscover.worldposta.com",
"uaealnuaimi.com","wp-secure-cloudmail01.worldposta.com",,,
"uaealnuaimi.com","wp-secure-cloudmail02.worldposta.com",,,
"uaealnuaimi.com","wp-secure-cloudmail03.worldposta.com",,,
"uaealnuaimi.com","wp-secure-cloudmail04.worldposta.com",,,
"uaealnuaimi.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"uaealnuaimi.com",,,"autodiscover.worldposta.com",
"ptc-eg.org","wp-secure-cloudmail01.worldposta.com",,,
"ptc-eg.org","wp-secure-cloudmail02.worldposta.com",,,
"ptc-eg.org","wp-secure-cloudmail03.worldposta.com",,,
"ptc-eg.org","wp-secure-cloudmail04.worldposta.com",,,
"ptc-eg.org",,"v=spf1 mx include:_spf.worldposta.com -all",,
"ptc-eg.org",,,"autodiscover.worldposta.com",
"mtbi-group.com","wp-secure-cloudmail04.worldposta.com",,,
"mtbi-group.com","wp-secure-cloudmail03.worldposta.com",,,
"mtbi-group.com","wp-secure-cloudmail02.worldposta.com",,,
"mtbi-group.com","wp-secure-cloudmail01.worldposta.com",,,
"mtbi-group.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"mtbi-group.com",,"google-site-verification=iVkLoA7OQI4LXrjUqWksTMiEiIogpYu5GKjAkwVLQKY",,
"mtbi-group.com",,,"autodiscover.worldposta.com",
"omni-es.com","wp-secure-cloudmail04.worldposta.com",,,
"omni-es.com","wp-secure-cloudmail01.worldposta.com",,,
"omni-es.com","wp-secure-cloudmail03.worldposta.com",,,
"omni-es.com","wp-secure-cloudmail02.worldposta.com",,,
"omni-es.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"omni-es.com",,,"autodiscover.worldposta.com",
"inland-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"inland-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"inland-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"inland-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"inland-eg.com",,"v=spf1 ip4:64.20.45.186 include:relay.is.cc +a +mx +include:_spf.worldposta.com -all",,
"inland-eg.com",,,"autodiscover.worldposta.com",
"bienetreinstitute.com",,,,"bienetreinstitute.com : DNS server failure"
"alhayahuniversity.com","wp-secure-cloudmail01.worldposta.com",,,
"alhayahuniversity.com","wp-secure-cloudmail02.worldposta.com",,,
"alhayahuniversity.com","wp-secure-cloudmail03.worldposta.com",,,
"alhayahuniversity.com","wp-secure-cloudmail04.worldposta.com",,,
"alhayahuniversity.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"alhayahuniversity.com",,,"autodiscover.worldposta.com",
"alhayahuniversity.info","wp-secure-cloudmail01.worldposta.com",,,
"alhayahuniversity.info","wp-secure-cloudmail02.worldposta.com",,,
"alhayahuniversity.info","wp-secure-cloudmail03.worldposta.com",,,
"alhayahuniversity.info","wp-secure-cloudmail04.worldposta.com",,,
"alhayahuniversity.info",,"v=spf1 mx include:_spf.worldposta.com -al",,
"alhayahuniversity.info",,,"autodiscover.worldposta.com",
"cg-elsewedy.com","wp-secure-cloudmail01.worldposta.com",,,
"cg-elsewedy.com","wp-secure-cloudmail02.worldposta.com",,,
"cg-elsewedy.com","wp-secure-cloudmail03.worldposta.com",,,
"cg-elsewedy.com","wp-secure-cloudmail04.worldposta.com",,,
"cg-elsewedy.com",,"SPF Value/TXT value: v=spf1 a mx include:_spf.worldposta.com -all",,
"cg-elsewedy.com",,"DNS TXT record name: _dmarc  DNS TXT record value: v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"cg-elsewedy.com",,,"autodiscover.worldposta.com",
"abrajud.com","wp-secure-cloudmail03.worldposta.com",,,
"abrajud.com","wp-secure-cloudmail04.worldposta.com",,,
"abrajud.com","wp-secure-cloudmail02.worldposta.com",,,
"abrajud.com","wp-secure-cloudmail01.worldposta.com",,,
"abrajud.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"abrajud.com",,,"autodiscover.worldposta.com",
"itvision-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"itvision-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"itvision-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"itvision-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"itvision-eg.com",,"solid-cp-verification=bZeNjOTSfrkUq8f2R6Wg8FBTipfjRXDlOJZMJ8rFsazmrcAPp9",,
"itvision-eg.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"itvision-eg.com",,"solid-cp-verification=7E3t1tM3s9cPUgeNjOEBkxIPDNCKS4nVD4dOedmlk4zj26R5en",,
"itvision-eg.com",,,"autodiscover.worldposta.com",
"Ikthar.net","wp-secure-cloudmail01.worldposta.com",,,
"Ikthar.net","wp-secure-cloudmail02.worldposta.com",,,
"Ikthar.net","wp-secure-cloudmail03.worldposta.com",,,
"Ikthar.net","wp-secure-cloudmail04.worldposta.com",,,
"Ikthar.net",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Ikthar.net",,"WorldPosta-verification=HayP1cAZ1d8gWklfTgva3HwMeGUUsb6viv4okNK0u5lIOEP9bS",,
"Ikthar.net",,,"autodiscover.worldposta.com",
"hbsie.com","wp-secure-cloudmail01.worldposta.com",,,
"hbsie.com","wp-secure-cloudmail02.worldposta.com",,,
"hbsie.com","wp-secure-cloudmail03.worldposta.com",,,
"hbsie.com","wp-secure-cloudmail04.worldposta.com",,,
"hbsie.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"hbsie.com",,"MS=ms73535749",,
"hbsie.com",,,"autodiscover.worldposta.com",
"sorouj-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"sorouj-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"sorouj-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"sorouj-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"sorouj-eg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"sorouj-eg.com",,,"autodiscover.worldposta.com",
"bouchamaoui.com","wp-secure-cloudmail03.worldposta.com",,,
"bouchamaoui.com","wp-secure-cloudmail02.worldposta.com",,,
"bouchamaoui.com","wp-secure-cloudmail01.worldposta.com",,,
"bouchamaoui.com","wp-secure-cloudmail04.worldposta.com",,,
"bouchamaoui.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"bouchamaoui.com",,"MS=ms57051668",,
"bouchamaoui.com",,,"autodiscover.worldposta.com",
"serenityhotelsegypt.com","wp-secure-cloudmail01.worldposta.com",,,
"serenityhotelsegypt.com","wp-secure-cloudmail02.worldposta.com",,,
"serenityhotelsegypt.com","wp-secure-cloudmail03.worldposta.com",,,
"serenityhotelsegypt.com","wp-secure-cloudmail04.worldposta.com",,,
"serenityhotelsegypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"serenityhotelsegypt.com",,"google-site-verification=r9fgc-4MOc8w5317saUNjc_F_AtdrEEeMglH5iHGXoU",,
"serenityhotelsegypt.com",,"WorldPosta-verification=AjY74k3wRDqlL32cumzo1C0cf603rXmF5XaCea43ffec4g8zsG",,
"serenityhotelsegypt.com",,,"autodiscover.worldposta.com",
"UPE-egypt.com","wp-secure-cloudmail01.worldposta.com",,,
"UPE-egypt.com","wp-secure-cloudmail02.worldposta.com",,,
"UPE-egypt.com","wp-secure-cloudmail03.worldposta.com",,,
"UPE-egypt.com","wp-secure-cloudmail04.worldposta.com",,,
"UPE-egypt.com",,"v=spf1 a mx include:websitewelcome.com  include:_spf.worldposta.com ~all",,
"UPE-egypt.com",,,"autodiscover.worldposta.com",
"dailyneedsgroup.com","wp-secure-cloudmail02.worldposta.com",,,
"dailyneedsgroup.com","wp-secure-cloudmail03.worldposta.com",,,
"dailyneedsgroup.com","wp-secure-cloudmail04.worldposta.com",,,
"dailyneedsgroup.com","wp-secure-cloudmail01.worldposta.com",,,
"dailyneedsgroup.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"dailyneedsgroup.com",,,"autodiscover.worldposta.com",
"misr2000online.net","wp-secure-cloudmail01.worldposta.com",,,
"misr2000online.net","wp-secure-cloudmail02.worldposta.com",,,
"misr2000online.net","wp-secure-cloudmail03.worldposta.com",,,
"misr2000online.net","wp-secure-cloudmail04.worldposta.com",,,
"misr2000online.net",,"v=spf1 mx include:_spf.worldposta.com include:bmsend.com -all",,
"misr2000online.net",,,"autodiscover.worldposta.com",
"luxury-living.me","wp-secure-cloudmail01.worldposta.com",,,
"luxury-living.me","wp-secure-cloudmail02.worldposta.com",,,
"luxury-living.me","wp-secure-cloudmail03.worldposta.com",,,
"luxury-living.me","wp-secure-cloudmail04.worldposta.com",,,
"luxury-living.me",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"luxury-living.me",,"v=spf1 mx include:_spf.worldposta.com -all",,
"luxury-living.me",,,"autodiscover.worldposta.com",
"elahlyia.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"elahlyia.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"elahlyia.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"elahlyia.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"elahlyia.com.eg",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"elahlyia.com.eg",,,"autodiscover.worldposta.com",
"elahlyia.com","ALT1.ASPMX.L.GOOGLE.com",,,
"elahlyia.com","ALT2.ASPMX.L.GOOGLE.com",,,
"elahlyia.com","ASPMX.L.GOOGLE.com",,,
"elahlyia.com",,"v=spf1 ip4:66.96.128.0/18 ?all",,
"elahlyia.com",,,"",
"peking-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"peking-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"peking-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"peking-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"peking-eg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"peking-eg.com",,"NETORGFT4722086.onmicrosoft.com",,
"peking-eg.com",,,"autodiscover.worldposta.com",
"Clar.com","wp-secure-cloudmail03.worldposta.com",,,
"Clar.com","wp-secure-cloudmail04.worldposta.com",,,
"Clar.com","wp-secure-cloudmail01.worldposta.com",,,
"Clar.com","wp-secure-cloudmail02.worldposta.com",,,
"Clar.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Clar.com",,,"autodiscover.worldposta.com",
"sakr-group.org","wp-secure-cloudmail01.worldposta.com",,,
"sakr-group.org","wp-secure-cloudmail02.worldposta.com",,,
"sakr-group.org","wp-secure-cloudmail03.worldposta.com",,,
"sakr-group.org","wp-secure-cloudmail04.worldposta.com",,,
"sakr-group.org",,"v=spf1 mx include:_spf.worldposta.com -all",,
"sakr-group.org",,"WorldPosta-verification=Mkb9JnqSpFlxvXoSKExvhHT3qH9HAeque2fraUVWI2pJSDzFAp",,
"sakr-group.org",,,"autodiscover.worldposta.com",
"jbla.pt","wp-secure-cloudmail03.worldposta.com",,,
"jbla.pt","wp-secure-cloudmail01.worldposta.com",,,
"jbla.pt","wp-secure-cloudmail05.worldposta.com",,,
"jbla.pt","wp-secure-cloudmail04.worldposta.com",,,
"jbla.pt","wp-secure-cloudmail02.worldposta.com",,,
"jbla.pt",,"WorldPosta-verification=CyLN3GGnemRFhju6cQ3eR6Pnt80GP7GJtjaBr9zcFMDao4B9EO",,
"jbla.pt",,"v=spf1 mx include:_spf.worldposta.com -all",,
"jbla.pt",,,,"_autodiscover._tcp.jbla.pt : DNS name does not exist"
"cguay.ca","wp-secure-cloudmail02.worldposta.com",,,
"cguay.ca","wp-secure-cloudmail03.worldposta.com",,,
"cguay.ca","wp-secure-cloudmail04.worldposta.com",,,
"cguay.ca","wp-secure-cloudmail01.worldposta.com",,,
"cguay.ca",,"v=spf1 mx include:_spf.worldposta.com -all",,
"cguay.ca",,,"autodiscover.worldposta.com",
"shamaliwaris.com","wp-secure-cloudmail01.worldposta.com",,,
"shamaliwaris.com","wp-secure-cloudmail03.worldposta.com",,,
"shamaliwaris.com","wp-secure-cloudmail04.worldposta.com",,,
"shamaliwaris.com","wp-secure-cloudmail02.worldposta.com",,,
"shamaliwaris.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"shamaliwaris.com",,,"autodiscover.worldposta.com",
"jgtech.com.pa","wp-secure-cloudmail01.worldposta.com",,,
"jgtech.com.pa","wp-secure-cloudmail03.worldposta.com",,,
"jgtech.com.pa","wp-secure-cloudmail04.worldposta.com",,,
"jgtech.com.pa","wp-secure-cloudmail02.worldposta.com",,,
"jgtech.com.pa",,"v=spf1 mx include:_spf.worldposta.com -all",,
"jgtech.com.pa",,,"autodiscover.worldposta.com",
"jgtech.com.pa",,,"cpanelemaildiscovery.cpanel.net",
"Poolsuae.com","wp-secure-cloudmail04.worldposta.com",,,
"Poolsuae.com","wp-secure-cloudmail02.worldposta.com",,,
"Poolsuae.com","wp-secure-cloudmail01.worldposta.com",,,
"Poolsuae.com","wp-secure-cloudmail03.worldposta.com",,,
"Poolsuae.com",,"v=spf1 ip4:99.198.99.122 mx include:_spf.worldposta.com -all",,
"Poolsuae.com",,,"autodiscover.worldposta.com",
"ptcprojects.com","wp-secure-cloudmail02.worldposta.com",,,
"ptcprojects.com","wp-secure-cloudmail01.worldposta.com",,,
"ptcprojects.com","wp-secure-cloudmail03.worldposta.com",,,
"ptcprojects.com","wp-secure-cloudmail04.worldposta.com",,,
"ptcprojects.com",,"WorldPosta-verification=srShFVqU79nDbWxuBVFqeX2Ju1XS8YRxFKK8nx7MNbz3swxxS3",,
"ptcprojects.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"ptcprojects.com",,,"autodiscover.worldposta.com",
"alolatraining.com","wp-secure-cloudmail02.worldposta.com",,,
"alolatraining.com","wp-secure-cloudmail03.worldposta.com",,,
"alolatraining.com","wp-secure-cloudmail01.worldposta.com",,,
"alolatraining.com","wp-secure-cloudmail04.worldposta.com",,,
"alolatraining.com",,"v=spf1 ip4:162.241.7.250 +a +mx +ip4:162.214.73.247 +ip4:162.241.240.132 +ip4:198.1.84.122 ~all",,
"alolatraining.com",,,"autodiscover.worldposta.com",
"hopeegypt.com","wp-secure-cloudmail01.worldposta.com",,,
"hopeegypt.com","wp-secure-cloudmail02.worldposta.com",,,
"hopeegypt.com","wp-secure-cloudmail03.worldposta.com",,,
"hopeegypt.com","wp-secure-cloudmail04.worldposta.com",,,
"hopeegypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"hopeegypt.com",,,"autodiscover.worldposta.com",
"sanda.email","wp-secure-cloudmail02.worldposta.com",,,
"sanda.email","wp-secure-cloudmail01.worldposta.com",,,
"sanda.email","wp-secure-cloudmail04.worldposta.com",,,
"sanda.email","wp-secure-cloudmail03.worldposta.com",,,
"sanda.email",,"v=spf1 mx include:_spf.worldposta.com -all",,
"sanda.email",,"WorldPosta-verification=d1EorLeLCNRN4pP9AbasaEC4WO6L0TNIJbnqxe5fZclblawlbf",,
"sanda.email",,,"autodiscover.worldposta.com",
"tu-rath.com","wp-secure-cloudmail01.worldposta.com",,,
"tu-rath.com","wp-secure-cloudmail02.worldposta.com",,,
"tu-rath.com","wp-secure-cloudmail03.worldposta.com",,,
"tu-rath.com","wp-secure-cloudmail04.worldposta.com",,,
"tu-rath.com",,"WorldPosta-verification=d1EorLeLCNRN4pP9AbasaEC4WO6L0TNIJbnqxe5fZclblawlbf",,
"tu-rath.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"tu-rath.com",,"WorldPosta-verification=oTyJHYB9SlFQdbdytgbQ1QhO3JSUI5SrqTCfQ6WNcJagfI5mTm",,
"tu-rath.com",,,"autodiscover.worldposta.com",
"world-beds.com","wp-secure-cloudmail01.worldposta.com",,,
"world-beds.com","wp-secure-cloudmail0.worldposta.com",,,
"world-beds.com","wp-secure-cloudmail03.worldposta.com",,,
"world-beds.com","wp-secure-cloudmail04.worldposta.com",,,
"world-beds.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"world-beds.com",,,"autodiscover.worldposta.com",
"emi-egypt.com","wp-secure-cloudmail01.worldposta.com",,,
"emi-egypt.com","wp-secure-cloudmail02.worldposta.com",,,
"emi-egypt.com","wp-secure-cloudmail03.worldposta.com",,,
"emi-egypt.com","wp-secure-cloudmail04.worldposta.com",,,
"emi-egypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"emi-egypt.com",,,"autodiscover.worldposta.com",
"techno-side.com","wp-secure-cloudmail01.worldposta.com",,,
"techno-side.com","wp-secure-cloudmail02.worldposta.com",,,
"techno-side.com","wp-secure-cloudmail03.worldposta.com",,,
"techno-side.com","wp-secure-cloudmail04.worldposta.com",,,
"techno-side.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"techno-side.com",,,"autodiscover.worldposta.com",
"abdulghanijewelry.com","wp-secure-cloudmail01.worldposta.com",,,
"abdulghanijewelry.com","wp-secure-cloudmail02.worldposta.com",,,
"abdulghanijewelry.com","wp-secure-cloudmail03.worldposta.com",,,
"abdulghanijewelry.com","wp-secure-cloudmail04.worldposta.com",,,
"abdulghanijewelry.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"abdulghanijewelry.com",,"google-site-verification=O3bgFe1JMLmpJwACMJql835fex_Q6GnJKT2jC1GwSgU",,
"abdulghanijewelry.com",,,"autodiscover.worldposta.com",
"smartarrow.sa","wp-secure-cloudmail01.worldposta.com",,,
"smartarrow.sa","wp-secure-cloudmail02.worldposta.com",,,
"smartarrow.sa","wp-secure-cloudmail03.worldposta.com",,,
"smartarrow.sa","wp-secure-cloudmail04.worldposta.com",,,
"smartarrow.sa",,"v=spf1 mx include:_spf.worldposta.com -all",,
"smartarrow.sa",,,"autodiscover.worldposta.com",
"ontherun.co","wp-secure-cloudmail04.worldposta.com",,,
"ontherun.co","wp-secure-cloudmail03.worldposta.com",,,
"ontherun.co","wp-secure-cloudmail02.worldposta.com",,,
"ontherun.co","wp-secure-cloudmail01.worldposta.com",,,
"ontherun.co",,"v=spf1 mx include:_spf.worldposta.com -all",,
